,has_wiki,url,wiki_categories,wiki_content,wiki_summary,wiki_toc,fact,bias
36,1,theatlantic.com,category 1857 establishments in massachusetts category all articles with unsourced statements category american literary magazines category american monthly magazines category american news magazines category american political magazines category articles with short description category articles with unsourced statements from march 2014 category cs1 maint  extra text  authors list category commons category link is locally defined,"      issn   1072-7825   eissn   2151-9463   president   bob cohn    '''''the atlantic''''' is an american magazine and multi-platform publisher.  founded in 1857 as '''''the atlantic monthly''''' in  boston ,  massachusetts , it was a literary and cultural commentary magazine that published leading writers' commentary on  antislavery movement in america abolition , education, and other major issues in contemporary political affairs. its founders included  francis h. underwood , in 2010, ''the atlantic'' posted its first profit in a decade. it was a monthly magazine for 144 years until 2001 when it published eleven issues; it has published ten issues yearly since 2003. it dropped ""monthly"" from the cover beginning with the january/february 2004 issue, and officially changed the name in 2007. ''the atlantic'' features articles in the fields of politics, foreign affairs, business and the economy, culture and the arts, technology, and science. by 2011 ''the atlantic''s web properties included theatlanticwire.com, a news- and opinion-tracking site launched in 2009, theatlantic.com has also expanded to visual storytelling, with the addition of the ""in focus"" photo blog, curated by alan taylor. and in january 2016 it redesigned and expanded its politics section in conjunction with the 2016 u.s. presidential race.  file 1873 atlanticmonthly tremontst boston.png thumb left ''atlantic monthly'' office, ticknor & fields, 124 tremont street, boston, ca.1868  the magazine has published speculative articles that inspired the development of new technologies. the classic example is  vannevar bush 's essay "" as we may think ""  july 1945 , which inspired  douglas engelbart  and later  ted nelson  to develop the modern  workstation  and  hypertext  technology.  in addition to publishing notable fiction and poetry, ''the atlantic'' has emerged in the 21st century as an influential platform for  long-form journalism longform  storytelling and newsmaker interviews. influential cover stories have included  anne marie slaughter 's ""why women still can't have it all""  2012  and  ta-nehisi coates 's ""case for reparations""  2014 . later in august, bradley told the '' new york observer '' that the move was not made to save money — near-term savings would be $200,000–$300,000, a relatively small amount that would be swallowed by severance-related spending — but instead would serve to create a hub in washington where the top minds from all of bradley's publications could collaborate under the  atlantic media company  umbrella. few of the boston staff agreed to move, and bradley embarked on an open search for a new editorial staff. jay lauf joined the organization as publisher and vice-president in 2008; as of 2017, he was publisher and president of  quartz  publication  ''quartz'' .    politics   throughout its history, ''the atlantic'' has been reluctant to recommend candidates in elections. in 1860, three years into publication, ''the atlantic'''s then-editor  james russell lowell  endorsed  republican party  united states  republican   abraham lincoln  for his first run for president and also endorsed the  abolition of slavery .  in 2016, the editorial board endorsed a presidential candidate, democratic nominee  hillary clinton , for the third time since the magazine's founding, in a rebuke of republican  donald trump 's candidacy.    ''citylab''    citylab  formerly ''the atlantic cities''  is the latest expansion of ''the atlantic''s digital properties, launched in september 2011. the stand-alone site has been described as exploring and explaining ""the most innovative ideas and pressing issues facing today's global cities and neighborhoods.""  in 2015, citylab partnered with  univision  to launch citylab latino, which features original journalism in spanish as well as translated reporting from citylab.com. the annual conference features 350 presenters, 200 sessions and 3,000 attendees. the event has been called a ""political who's who"" as it often features policymakers, journalists, lobbyists and think tank leaders.  on january 14, 2013, ''the atlantic''s website published "" native advertising sponsor content "" promoting  david miscavige , the leader of the  church of scientology . while the magazine had previously published advertising looking like articles, this one was widely criticized. the page comments were moderated by the marketing team, not by editorial staff, and comments critical of the church were being removed. later that day, ''the atlantic'' removed the piece from its website and issued an apology.     see also                references       external links            digitized issues, 1857–       category the atlantic  magazine      category 1857 establishments in massachusetts   category american literary magazines   category american monthly magazines   category american news magazines   category american political magazines   category cultural magazines   category magazines established in 1857   category magazines published in massachusetts   category magazines published in washington, d.c.   category media in boston ","the atlantic is an american magazine and multi-platform publisher. founded in 1857 as the atlantic monthly in boston, massachusetts, it was a literary and cultural commentary magazine that published leading writers' commentary on abolition, education, and other major issues in contemporary political affairs. its founders included francis h. underwood, along with prominent writers ralph waldo emerson, oliver wendell holmes, sr., henry wadsworth longfellow, harriet beecher stowe, and john greenleaf whittier. james russell lowell was its first editor. it was also known for publishing literary pieces by leading writers. after financial hardship and ownership changes in the late 20th century, the magazine was purchased by businessman david g. bradley. he refashioned it as a general editorial magazine primarily aimed at a target audience of serious national readers and ""thought leaders."" in 2010, the atlantic posted its first profit in a decade. in 2016 the periodical was named magazine of the year by the american society of magazine editors. in july 2017, bradley sold a majority interest in the publication to laurene powell jobs's emerson collective.its website, theatlantic.com, provides daily coverage and analysis of breaking news, politics and international affairs, education, technology, health, science, and culture. the editor of the website is adrienne lafrance. the atlantic also houses an editorial events arm, atlanticlive; atlantic re think, its creative marketing team; and atlantic 57, a creative agency and consulting firm. the atlantic's president is bob cohn.","format, publication frequency, and name literary history ownership politics <i>the wire</i> <i>citylab</i> the aspen ideas festival reputation list of editors see also references external links",2,4
37,0,americanbridgepac.org,,,,,0,3
38,0,offendedamerica.com,,,,,2,3
39,0,newsandstoriesfromusa.com,,,,,1,1
40,0,calgarysun.com,,,,,1,5
41,0,southafricatoday.net,,,,,2,2
42,0,blackpigeonspeaks.com,,,,,2,3
43,0,churchmilitant.com,,,,,0,0
44,0,liberalamerica.org,,,,,1,1
45,0,theskimm.com,,,,,2,2
46,0,deepleftfield.info,,,,,0,1
